Placement,Placement url,Type,Ad group,Views,Currency code,Avg. CPV,Impr.,View rate,Cost,Conversions,Cost / conv.,Conv. rate
Brandon Logandi - SFM Animations,http://youtube.com/channel/UC-VmJYFeXjBLvqeVwfOo4qQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Xeiv / IPX,http://youtube.com/channel/UCRvLaXmvJY8ZWQtKyJrAwlw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
MootroidXProductions,http://youtube.com/channel/UCHdZ0LFj8xhVIOj8iciZzaA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Advertising Gameplay,http://youtube.com/channel/UCyIbVCcvwTkUkD5L_6uUBeA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Pipe Cleaner Crafts B,http://youtube.com/channel/UCOuQbxT3ChGo6B_cJz9InRg,YouTube channel,AdGroup #1,3,USD,0.01,4,75.00%,0.02,0.00,0.00,0.00%
The Marías,http://youtube.com/channel/UChmZkdugBmAP_zpyzayv6VQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Laughing Wolf Studios,http://youtube.com/channel/UCfodGArbx0N2TGJaCWXMr3g,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Epic Music,http://youtube.com/channel/UCSHl4PuBh2qjGdZjA9O2bTw,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Sasso Studios - Sonic Animations,http://youtube.com/channel/UCutkDxwbU7-RBVToVYDDXzg,YouTube channel,AdGroup #1,4,USD,0.01,7,57.14%,0.04,0.00,0.00,0.00%
Gobelins,http://youtube.com/channel/UC-vrN89jIox3XqAKbEMeFgQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Nancy Porany,http://youtube.com/channel/UCES86osLQEbNJzui3nFIA5w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TR - TURRUS Animation,http://youtube.com/channel/UC2fPLNlH_SQJj0v1Qz7c7jg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
５分でできる DIY,http://youtube.com/channel/UCJsxAriYBUnKZVdMXZnGDoA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Korita,http://youtube.com/channel/UCGEaNAcanPHvTAypKyzwa7Q,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Mulatto Macchiato,http://youtube.com/channel/UC_aUJ2zBZ4OX-dTi4pmNmbw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
jorosahe,http://youtube.com/channel/UC2q-TK6oYElWyiqpOMN0vTQ,YouTube channel,AdGroup #1,3,USD,0.01,4,75.00%,0.03,0.00,0.00,0.00%
DylanSTUFZ,http://youtube.com/channel/UCOmEyvyQ4T7fToW-ckauftQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Álvaro Fabián,http://youtube.com/channel/UCJQHoFHgsKU1Of16s68IUZA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
SkyCelesteGD,http://youtube.com/channel/UCyi3svMinLpBks6VP4avTjA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
WiederDude,http://youtube.com/channel/UCpDNnvxEf3iWuJbtmUk6DnA,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.04,0.00,0.00,0.00%
Loucura Total,http://youtube.com/channel/UC0vIR4CFE8RoRWg2caZMRQQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
LHUGUENY,http://youtube.com/channel/UCiha1h9wDB6MBXQKtttqHUg,YouTube channel,AdGroup #1,13,USD,0.00,23,56.52%,0.06,0.00,0.00,0.00%
Tio Ninja,http://youtube.com/channel/UCpQ2uwGfrahWI4M5pwRxcRQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
SquareHead,http://youtube.com/channel/UC7t3Qrx2rSF40tkZyd50WlA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
elded,http://youtube.com/channel/UCejggbBHSAIx8wvnc4x7HSg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TheNight130,http://youtube.com/channel/UClQNM9Fncp3_EaLKYYQ0-mg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
eleven : eleven,http://youtube.com/channel/UCk7r6Xbq_lMyYWVNEbc1jug,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
煮ル果実,http://youtube.com/channel/UCkltfvjVoojq0BGRt4pmlig,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Boo,http://youtube.com/channel/UCx3kVz4oMYxTSlqSnpiyvPQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ChaDessin,http://youtube.com/channel/UCX68a-5rjX3K5rO_BiZ26kA,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
wannermusic,http://youtube.com/channel/UC6hx_DcbYG0GbZNXRwQAEKQ,YouTube channel,AdGroup #1,3,USD,0.00,4,75.00%,0.01,0.00,0.00,0.00%
PinkyPopTOY,http://youtube.com/channel/UCUf7BpZJOP4YnfF2iVDt-_Q,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.02,0.00,0.00,0.00%
Piston Cup Productions,http://youtube.com/channel/UCLrkcvC4ZVQ4cVptaYEZ55A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
BIBO и Игрушки,http://youtube.com/channel/UCqk10y8p4_QVUT9e5LWKkdg,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
Exard Flix,http://youtube.com/channel/UCwMFrBcWaBQ71YrAncKEnbw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
꧁ Ƙiɑɾɑ 'Տ աօղժҽɾӀɑղժ꧂,http://youtube.com/channel/UCaS9mrLcsdfqfeBKY5h9T8w,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
How Cook,http://youtube.com/channel/UCFZuYH6jrXcxNMrmKX7ROIQ,YouTube channel,AdGroup #1,7,USD,0.00,27,25.93%,0.03,0.00,0.00,0.00%
Kiara,http://youtube.com/channel/UCZ5FyWCT2Uik03giFPop-IA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
The Master Invenções,http://youtube.com/channel/UCFJ7VflBghMukjdJfbcaCqw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SomeThingElseYT,http://youtube.com/channel/UCvUmwreRrbxeR1mbmojj8fg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Leiinad 夢,http://youtube.com/channel/UCMILRkGIN2Q6OY-_N1-4dHA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Adrian Tops,http://youtube.com/channel/UCU5PFBGUmE_QbZID2mKrHfQ,YouTube channel,AdGroup #1,1,USD,0.00,3,33.33%,0.00,0.00,0.00,0.00%
ピアノの本棚,http://youtube.com/channel/UCWyfdVMtW2EKglqhmKVteGQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
152mm,http://youtube.com/channel/UCj9Q8eby11CAUPuLPWWFUhQ,YouTube channel,AdGroup #1,3,USD,0.01,4,75.00%,0.04,0.00,0.00,0.00%
Byakuran,http://youtube.com/channel/UC_T_ZJhUX8OVx5mslt7Dq6A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GameGrumps,http://youtube.com/channel/UC9CuvdOVfMPvKCiwdGKL3cQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Cam's Creations,http://youtube.com/channel/UCNJLjeEMcsR89zDTwTq-uFQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AuronPlay,http://youtube.com/channel/UCyQqzYXQBUWgBTn4pw_fFSQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
youlazybum,http://youtube.com/channel/UC1fIlcD-R9_gFqtn_2drMSw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Doble Cero,http://youtube.com/channel/UCFrhNDuIwI46cxoiWmvuJBQ,YouTube channel,AdGroup #1,3,USD,0.00,4,75.00%,0.01,0.00,0.00,0.00%
CUA CUA,http://youtube.com/channel/UC3dt9b-tIc_v_FODdD-R0nw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
DK BP,http://youtube.com/channel/UCmQUS3nNbOXqg2paWQcqioA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Guldies,http://youtube.com/channel/UCHjVCR-fV_X789MsE7GRFqQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Viajemos Juntos,http://youtube.com/channel/UCS0nG59PmbvQfFvpXMaVomA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Dylan Is In Trouble,http://youtube.com/channel/UCF_votze88WRDSEREe9s3aQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Dollie Life,http://youtube.com/channel/UCTQLXc9cIpnY8qHAfIXmmkA,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Relax For Life,http://youtube.com/channel/UCuCvd4j3-yUUt9fIlKNHvFw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Kotte Animation,http://youtube.com/channel/UCahRghBkidF24RvCXLL4ezA,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
M. Gengar Dude,http://youtube.com/channel/UCKSM3dAvzY_WHpmXqzPCfvw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
5 Alguma Coisa,http://youtube.com/channel/UCLAumKr0O_z6r6RPiummR1g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TF VEGE,http://youtube.com/channel/UC5xjpC31Zvt1hX2L5sYPV9w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
EnchantedMob,http://youtube.com/channel/UClVPihc-qy7on0hGMsc0_hw,YouTube channel,AdGroup #1,5,USD,0.01,13,38.46%,0.03,0.00,0.00,0.00%
Aiden Khai,http://youtube.com/channel/UCDJ0CmKqJPdsg5kth9r9vFQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
まつだ55 /MATSUDA55,http://youtube.com/channel/UCPy2tFbERkVopaf0Ym4uTSg,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Stewie 92,http://youtube.com/channel/UC0JT-HQ2V2PbSKqxlxOpCuA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dark Knigel,http://youtube.com/channel/UCqLYyt83FbAeUG_Ep_YwitQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LimousineStudio,http://youtube.com/channel/UCDKBcNesBiiijSrOvJR046Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
CancioncitasBrgas !,http://youtube.com/channel/UClQfCmAyz5XKpAvIEhT0DTA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Imbir,http://youtube.com/channel/UCRBiJ8Lq8zzBSTkg49Tedaw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
los-losers,http://youtube.com/channel/UC9kxKqsNjnrCDqp4uYeoXvw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SKGaming,http://youtube.com/channel/UCcZNkmgoyUhb56QjFnPbrIQ,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
La pareja Aguacate,http://youtube.com/channel/UCVq8uIQbfiDz1_kb3toVGMA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
T3ddy Games,http://youtube.com/channel/UCKaKxSsyesC2NqNh89Ss7gw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.03,0.00,0.00,0.00%
SeryoMont,http://youtube.com/channel/UC8WjVJ8bGqFcduejMxEGBQw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Play Niño Canciones Infantiles,http://youtube.com/channel/UCHnoH0YDhAOmhYJxW11yp0w,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Funny Robin Videos,http://youtube.com/channel/UChe64aQ-aeh2LzRyuLku4_w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Made2Express,http://youtube.com/channel/UC2BFZjJNsoUkn7-x5xo64Mg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
La Cabina de Jeane,http://youtube.com/channel/UCRzoIrzhkFGipNTKqH_LZIA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Fuzz,http://youtube.com/channel/UCMRwlwBGwGj5yha2rnV28lw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Lucy Ward,http://youtube.com/channel/UCq7E4xp5LszVxx4jmybiXkQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Shutter Authority,http://youtube.com/channel/UCd4iew3AeLPRSCWwu2OitEw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Moni Rosales,http://youtube.com/channel/UCqBSRvJjLoVZ6M5TdwubqIg,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
PriVer Animation,http://youtube.com/channel/UCFFohscJQaCUOM_L6OW-Asg,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Troom Troom Es,http://youtube.com/channel/UCu6oyJJ6PlkeNNv6n26ZNyA,YouTube channel,AdGroup #1,6,USD,0.01,8,75.00%,0.05,0.00,0.00,0.00%
Animation Domination High Def,http://youtube.com/channel/UCyjTUNqX_vasRG4AAaM34jA,YouTube channel,AdGroup #1,1,USD,0.02,2,50.00%,0.02,0.00,0.00,0.00%
ThomasFan2002,http://youtube.com/channel/UCNtCJ1fYgB5fupGHWuvHpOA,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
esseych,http://youtube.com/channel/UCqiWDrTlQwdZcrDAdprpsCQ,YouTube channel,AdGroup #1,10,USD,0.00,13,76.92%,0.03,0.00,0.00,0.00%
Doggy Doggy Cartoons,http://youtube.com/channel/UC_W0_Nv-3rxpWVvosddhrPw,YouTube channel,AdGroup #1,3,USD,0.01,5,60.00%,0.03,0.00,0.00,0.00%
Animation Mania,http://youtube.com/channel/UCBiQhcLTauApgAZcuuJ6IVw,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
SwagWave SM,http://youtube.com/channel/UC6bUIT_bmYlJpITKKGkvfzQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SDR Channel,http://youtube.com/channel/UCMieXrN8S2a-PeaLmiE5VWw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
AniGame Girl 23,http://youtube.com/channel/UCqo-lSXXzLjk1B8GJQCutNQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
VT Minecraft Animation,http://youtube.com/channel/UCXZNBghXya0Hqe7USA4svrw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
El Tio Black,http://youtube.com/channel/UCYxXX-Ca9YiOtsuT67BYg7w,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Badabun,http://youtube.com/channel/UCYWOjHweP2V-8kGKmmAmQJQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Xeay Brick Films,http://youtube.com/channel/UC2Fyy3A8pD8U4TMq0nGAPBA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
S A R C A S T I C .,http://youtube.com/channel/UCNOymlVIxfFW0mVmZiNq6DA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Bongo Cat,http://youtube.com/channel/UCrMH132hWAcvZu1nL1k7-vA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Shiro Schwarz,http://youtube.com/channel/UCsfcdhMmNmac5K7yd_xpbKA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Jaze Cinema,http://youtube.com/channel/UC3oPy4QGH5q9txrra13FjgQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ASMO,http://youtube.com/channel/UCfLM9ivJLoADaYfK-C9DM6A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Pigmus,http://youtube.com/channel/UCF61ZE7BOJjY1U8J5tnfAbQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Titanium Skink,http://youtube.com/channel/UCTbXBCRX5Sk16mdDl6W-uxQ,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Hornstromp Series,http://youtube.com/channel/UCKsrMnMibvKrQPhIpteipeg,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
efecto3d,http://youtube.com/channel/UCwlMaF6wmceJdWDfPbijVJQ,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Tauz,http://youtube.com/channel/UCfDPkUx9mG3IHBxYuPqgqAQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
kurabell,http://youtube.com/channel/UCZAH0jL5PIioY9gdk_ZdT6Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Magnet Hero,http://youtube.com/channel/UCpjuC2P45CfMCllmh8YP_hQ,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Mr.Happy TV,http://youtube.com/channel/UCjLSCkgSBykxMq0qC958PIw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
YUI - Topic,http://youtube.com/channel/UCUbDhozXHgq2Hr1bEasYuHg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GV Animations,http://youtube.com/channel/UCtfdaz18-mEdF9XC-Amv-7Q,YouTube channel,AdGroup #1,14,USD,0.01,30,46.67%,0.12,0.00,0.00,0.00%
Blits Azalis Dash,http://youtube.com/channel/UCJ0mbuO4wLh5w1YbbY2nHCA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
MtfoxX3,http://youtube.com/channel/UCxxBIatOwrYbbCklUFoHNiQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
killshot2596,http://youtube.com/channel/UCGnWLC6H_Jz6CKvnrP5rXMg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Sanya AMV 三亜,http://youtube.com/channel/UCbApzDe-OrYrv2OQHGEOPBw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Tom's RC Adventures,http://youtube.com/channel/UCPGUF3-uVaWCOj83HM1pr3w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
That's My Story,http://youtube.com/channel/UCqU-0EYJY2ntcYwO0RgjftA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
hotdiggedydemon,http://youtube.com/channel/UCmvXfmJEtURCEtHNbMXfDqg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
La lista de Her,http://youtube.com/channel/UCbebNUFUXcXZol3jJTtmCsQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Laurinha e Helena - Clubinho da Laura,http://youtube.com/channel/UCqeXVpv9hfwxNgO9RaGceUw,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
DAAI TV Indonesia,http://youtube.com/channel/UCFQHMPIJ9O-JOyLFGL-EsVw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Brillo G,http://youtube.com/channel/UCp6XbZYtbVzyFv_2_u6WSsg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Lucy Chan,http://youtube.com/channel/UCxFRRPU14uYiZ6LQo-6Vcmg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
World Of Doodles,http://youtube.com/channel/UChIna1294iWZelM-2ThRTKw,YouTube channel,AdGroup #1,5,USD,0.00,11,45.45%,0.02,0.00,0.00,0.00%
ADEL et SAMI,http://youtube.com/channel/UCPalOwaTaSwFS4PANDNv7Zg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
PILI KISS,http://youtube.com/channel/UC-AsckQXJun1DQO2hihHyNg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
FINNEAS,http://youtube.com/channel/UCoYrgNfVXrvzZSM9eVTZVmg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Channel no longer available,http://youtube.com/channel/UC91a8lismG2TUVXa8oaCwIw,YouTube channel,AdGroup #1,12,USD,0.01,48,25.00%,0.07,0.00,0.00,0.00%
EileMonty,http://youtube.com/channel/UC94Z4HZJkhPm94YPH1GE3bw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ignited Animations,http://youtube.com/channel/UC6DEcfJcVL1lldzlH0ND5vw,YouTube channel,AdGroup #1,2,USD,0.00,4,50.00%,0.01,0.00,0.00,0.00%
Custom Game,http://youtube.com/channel/UCD1gJFGpMvLQfFcoWJrLRIw,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
Citi Heroes,http://youtube.com/channel/UCjrLBk2y5CqtZoyvaKanr_w,YouTube channel,AdGroup #1,18,USD,0.01,46,39.13%,0.12,0.00,0.00,0.00%
Fernanda Frick,http://youtube.com/channel/UCJuLdFlj1ZQZfRdWhh9uHag,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Jkf,http://youtube.com/channel/UCLCobzscOLwujMafN2HQi5A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
WatchMojo Español,http://youtube.com/channel/UClgevvAYKcfuthTWppKT0IQ,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Miree,http://youtube.com/channel/UCYEt19P3rd3n3MsjyOOna5A,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Mushu 5263,http://youtube.com/channel/UCsmxCwQxWc_XXbbrAEWdJZg,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.03,0.00,0.00,0.00%
Hyun's Dojo Community,http://youtube.com/channel/UClK5KCzzNdxi4usIHncWaTA,YouTube channel,AdGroup #1,3,USD,0.00,3,100.00%,0.01,0.00,0.00,0.00%
Like Amagic,http://youtube.com/channel/UChDXhhE0n8sUMPOrQv43XqQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
ilonqueen,http://youtube.com/channel/UCwTRwPMdWwV2yYy_BHtE8tQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Escardi Fandubs,http://youtube.com/channel/UCpL14pfA0NnoKPjkxZDk7xw,YouTube channel,AdGroup #1,5,USD,0.01,8,62.50%,0.05,0.00,0.00,0.00%
Softbody Simulation Dude,http://youtube.com/channel/UC8ats8FUe98-xub8JvUebgQ,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Super family - Nursery Rhymes,http://youtube.com/channel/UC87MurFeaZg72xn90Y1Z9-Q,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Paulo PT90,http://youtube.com/channel/UCzXSuq9kzd_79E2ACf65SNA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Game Fan,http://youtube.com/channel/UCrqiO3UH77TidwkeXyKZPeQ,YouTube channel,AdGroup #1,3,USD,0.00,3,100.00%,0.01,0.00,0.00,0.00%
Tommy Cartoons,http://youtube.com/channel/UCKeWu2jClNMjYX0vONgm6Mg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
nsfwosh ;,http://youtube.com/channel/UCIxMwgade_H37bZBfWLpulA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Serena Art,http://youtube.com/channel/UC7ge2l3B_-qraQ6eXkdGepw,YouTube channel,AdGroup #1,1,USD,0.00,4,25.00%,0.00,0.00,0.00,0.00%
Wanderson Varias Situações,http://youtube.com/channel/UCs8xiZyHZ7opX1Dt6mFdC6Q,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
cudlil,http://youtube.com/channel/UCQh3tqrZeoNdowuB6vp3uXg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dareen Younes,http://youtube.com/channel/UCyCXPNee4F9oUpHMsj1lRFw,YouTube channel,AdGroup #1,5,USD,0.01,6,83.33%,0.03,0.00,0.00,0.00%
