Placement,Placement url,Type,Ad group,Views,Currency code,Avg. CPV,Impr.,View rate,Cost,Conversions,Cost / conv.,Conv. rate
Channel no longer available,http://youtube.com/channel/UCkaHNFC_IDj1EX-XwJs0g7g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
fazz160,http://youtube.com/channel/UCNLReGxOCGDExjb7pjPuPcA,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
ツAnderson Alves,http://youtube.com/channel/UCFZjWEqsvgmhxFkKfOVJedw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
我 mia ೃ,http://youtube.com/channel/UC0QMTr42iHD9NmexxbhGqqQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Prnze,http://youtube.com/channel/UCrExKA4W3b1lb6YYcfMK_dA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
CharlieTales,http://youtube.com/channel/UCOQ-ru8bJZSj_gqDyO9r1dQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
exHero,http://youtube.com/channel/UC0w2n9-DsNPtgnC5Fq9h7kw,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Dan / AniShounen,http://youtube.com/channel/UC8nDetNIF9uXJWUPr0GfUNA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Chaos Universe,http://youtube.com/channel/UC2shB1oYrKl5U6bQhj6N9mg,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Mike Inel,http://youtube.com/channel/UCQqXoLLNReC3yFAIkX4vDJA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Max ReviewGames,http://youtube.com/channel/UCMDyOD9eU3rwIJFv35t-9qw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Porter Robinson,http://youtube.com/channel/UCKKKYE55BVswHgKihx5YXew,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
PES,http://youtube.com/channel/UCXN7NMwjjQpBHxzMwOPYzjQ,YouTube channel,AdGroup #1,7,USD,0.01,9,77.78%,0.08,0.00,0.00,0.00%
Hirionable,http://youtube.com/channel/UC0SkjjRRMUxCIvcWKc888-g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
HERO GAMES,http://youtube.com/channel/UC92LO6OrN4-_B1SaVtjZ4fQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
FentomMaster,http://youtube.com/channel/UC0wf4lCB7kBeqQN4IRp6ntQ,YouTube channel,AdGroup #1,1,USD,0.01,2,50.00%,0.01,0.00,0.00,0.00%
aruma mizuki,http://youtube.com/channel/UCLEvCYo2Qym8Z3gHuUuxNFg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Fun Mining,http://youtube.com/channel/UC7ZpNffQvlna2s1oiwHCC2A,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
DELCARAJO TV,http://youtube.com/channel/UCuWeBHxVe6C69JTBpiY-Y8Q,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
MineCraftGAMER,http://youtube.com/channel/UCd6DJmenxLg9xckUPmUz1_Q,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Radio Gosha,http://youtube.com/channel/UCvB_MpGNbhJ_rkY3y373wig,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
EMBI Channel,http://youtube.com/channel/UCO1JWkNNADSajLIujsUSK6w,YouTube channel,AdGroup #1,2,USD,0.01,4,50.00%,0.01,0.00,0.00,0.00%
daoko_jp,http://youtube.com/channel/UCIzc1_X3OAFquArF3EOVeWw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Action Nerf,http://youtube.com/channel/UCYl8GljhkXvWO2rb67HFG6g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LO-FI SENPAI,http://youtube.com/channel/UCxONCRXEhzv0cRbWCKybOsw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
La Baticueva,http://youtube.com/channel/UCe7Z9s00kP-lJV-yTmM4teA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
카 로봇 Car & Robot,http://youtube.com/channel/UCHeWOk-AgBKKhWvhCpCeu4g,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.02,0.00,0.00,0.00%
GameSpot,http://youtube.com/channel/UCbu2SsF-Or3Rsn3NxqODImw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
강균성 SOOM,http://youtube.com/channel/UCalJ96E5FTlvky0dFwGAHVw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
zzSHOWzz,http://youtube.com/channel/UCuaokzWO6-wveR2SLHN5-0w,YouTube channel,AdGroup #1,2,USD,0.01,4,50.00%,0.02,0.00,0.00,0.00%
Lyka Villarin,http://youtube.com/channel/UCMJPB8DmqbdoOj1zxGpStPA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Dtoons,http://youtube.com/channel/UCgES0Z8huzTIQiq9L_8Tr5Q,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Frankenfood,http://youtube.com/channel/UCaJK_u2CZCzkueMLygp4PYw,YouTube channel,AdGroup #1,28,USD,0.01,75,37.33%,0.15,0.00,0.00,0.00%
Gamerplays360,http://youtube.com/channel/UCdtNpShtZ9a7FIdeYz3jsbQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AnimePic,http://youtube.com/channel/UCBX9dWlsj4Mr4KBzhivJNhA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Good,http://youtube.com/channel/UC3rErvJ8leMs1N8z8Xe6BSw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
MIGUEL REZA,http://youtube.com/channel/UCyHHPqZACAl_L4YibDOqLDg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Butch Hartman,http://youtube.com/channel/UC8iVuEUisbubpH9z5p0eUsg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Marble Grooves,http://youtube.com/channel/UCWKJ88st3Qm80Fm-OvocpbA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
BlueSanYT,http://youtube.com/channel/UCRRqayMZbpiG_glVOVhavFg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Artzie Music,http://youtube.com/channel/UC6hBefyLMtG7FXhZ55da3Vw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Let Me Explain Studios,http://youtube.com/channel/UCu6v4AdYxVH5fhfq9mi5llA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Killua,http://youtube.com/channel/UCKfI1_iMAULI5_tzFNMtF6w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
El Salvador 4K,http://youtube.com/channel/UCvX6SymQRQ9pYEpaRWEExRA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Bruninho Plays,http://youtube.com/channel/UCF5EdQbAG13j0sFo9actQSw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Funny Monkey Videos,http://youtube.com/channel/UC6hm9gUKvUEKQqHRHdAYbqA,YouTube channel,AdGroup #1,10,USD,0.01,23,43.48%,0.08,0.00,0.00,0.00%
TheCGBros,http://youtube.com/channel/UC-1rx8j9Ggp8mp4uD0ZdEIA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Hora Cartoon,http://youtube.com/channel/UCxaLqUrPdVCRUQnrCqV2WjQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Barto Los Simpson Latino,http://youtube.com/channel/UCazYV7PO7KzpytIHjiW9OEA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
All New Bricks,http://youtube.com/channel/UCSMV8NLkBvRpCCVI4OInB0Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Aki chan,http://youtube.com/channel/UCYi97rWysHQHsIgTRmi0Phg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Doc Tops,http://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fandom Topics,http://youtube.com/channel/UCH5btA4ouj2oFFcR08cpbPQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Mini Game Official,http://youtube.com/channel/UCMiwsqhx3k0mYRUQpACC1nQ,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
Ecstatic,http://youtube.com/channel/UCwaVziXDLOxqVhWIEFs1Dzw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Aleczandxr,http://youtube.com/channel/UCUUYiPd9TKE62mUn-lJ29AQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Steven Universe - Topic,http://youtube.com/channel/UCB-BwuRXaCDXQ_AjWncuvYQ,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
ZMangle's,http://youtube.com/channel/UCdMm6byxpJaYkLqsfkwKPLg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Arceus 27,http://youtube.com/channel/UCBdK0M-x6AuTp5B8gRmlyYw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ririchiyo Shirakiin,http://youtube.com/channel/UCq4A8lUZMBPN1pbta5_EGxA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Foolyjoo,http://youtube.com/channel/UC73P6GyZ3eIYoUFm84s_G0Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Popcorn Space,http://youtube.com/channel/UC_JKisrPw1kDymHG3YWeSqA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Sony Music (Japan),http://youtube.com/channel/UCCy_q-N7F2FOIZ6ZggHIAKg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ДЖЕФ,http://youtube.com/channel/UCaufbFJ44f2viXZrWG3zKBw,YouTube channel,AdGroup #1,1,USD,0.01,2,50.00%,0.01,0.00,0.00,0.00%
Olivia: Lego Minecraft,http://youtube.com/channel/UCs1zmV00SiWxets1YtnYCuA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Facedrawer - How to Draw,http://youtube.com/channel/UChXBChGRG95GZGPmLVV39PQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ARA animation studios,http://youtube.com/channel/UCgyF5jKdbVP3-uT7ABHIqqg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TOMONCAR,http://youtube.com/channel/UCsCu3VfJS8UsFjlWycQmMww,YouTube channel,AdGroup #1,8,USD,0.01,26,30.77%,0.05,0.00,0.00,0.00%
TheAlexisIvan,http://youtube.com/channel/UC9zdf9Tqd2rSrdYECd0ZJew,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TECH SPECS,http://youtube.com/channel/UCWP6Kwo2ij6R_Yl-OBhyAwA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
canal desativado -3-,http://youtube.com/channel/UCr8_K6llDe_ovrXYWfyhJ8g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
LEGOSTOP Films,http://youtube.com/channel/UCJPGrRtEQCx2sJgDbJEAhaA,YouTube channel,AdGroup #1,2,USD,0.00,4,50.00%,0.01,0.00,0.00,0.00%
Bobby Duke Arts,http://youtube.com/channel/UCSC1HqVmTaE4Shn32ihbC7w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Filmbilder & Friends,http://youtube.com/channel/UCfzh7Y26wtYpOd4VXHqfdVw,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Disney ¡Fan!,http://youtube.com/channel/UC03RCyX0CY_ucDCOjwWcQNw,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
크리스브릭ChrisBrick,http://youtube.com/channel/UCNvj2RvWNe3NjQEjJeHoxLw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Andymation,http://youtube.com/channel/UCJbg_yirB5vm9VKn5yLGCKw,YouTube channel,AdGroup #1,3,USD,0.02,3,100.00%,0.06,0.00,0.00,0.00%
VoiceLegend,http://youtube.com/channel/UCDWZp9Bu3cE9ZtVd5yHmH0g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Play Over,http://youtube.com/channel/UCYLqa7tZqSEhXg4pgOGya6Q,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Waleed Qureshi,http://youtube.com/channel/UCQ6aSGbhHy6pxbri07GZ1Hw,YouTube channel,AdGroup #1,8,USD,0.00,11,72.73%,0.04,0.00,0.00,0.00%
MAGO REY,http://youtube.com/channel/UCt1IB3TWs88Ybzkj4dhegGw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
OKG Green Baby,http://youtube.com/channel/UC0HXuyHJ_fGlTf8UrnFEzwA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Ben FS,http://youtube.com/channel/UCs7P_DAF7Tb8mxThxcUTUjQ,YouTube channel,AdGroup #1,1,USD,0.02,2,50.00%,0.02,0.00,0.00,0.00%
FEELS & THRILLS,http://youtube.com/channel/UC9eMnDKFcPM2IHOElG6jwlg,YouTube channel,AdGroup #1,0,USD, --,0, --,0.00,0.00,0.00,0.00%
Baby Alive Kids Fun,http://youtube.com/channel/UCsBIIGHiox40BINBX9nxXSw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
aurevlis,http://youtube.com/channel/UCafPbUQkNaqJILDGnctD28A,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.00,0.00,0.00,0.00%
Orochinho,http://youtube.com/channel/UC-eqG9dW9ydhDGs_t67URMg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Pythes Crafts,http://youtube.com/channel/UCW1OABIYW24vPsSWHmEZCrQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Coffe_TV,http://youtube.com/channel/UCNXmVe2tY_qbmv0y6TsAKlw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Forlorn,http://youtube.com/channel/UCSKUC7Ii7P0LJQAnPG-a25w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Jelsa Frost LP,http://youtube.com/channel/UCGzyF_FhWaNTf3vEWi28xQw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
BearAnima,http://youtube.com/channel/UCv682A8lP3qLrbJaEJOIVpg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Kokorix Gaming,http://youtube.com/channel/UCGnfZ4vpU6XG8Y2oA9mYOmA,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
iTownGamePlay *Terror&Diversión*,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GOODLAND,http://youtube.com/channel/UCsvAmubKx86Js7qxjZOol2g,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Torriku Sotaru,http://youtube.com/channel/UCr9JGkmYwlYixxb2xpX1nXg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ami Rodriguez,http://youtube.com/channel/UCwohKbRK2QnojtLh3p7xwaA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Crazy Kitchen - Cocina Loca,http://youtube.com/channel/UCLfPd3cCxL2hWpCy73y8sng,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Stewie Red,http://youtube.com/channel/UCVsM6QuA9Bn2LSEsmWX8KDQ,YouTube channel,AdGroup #1,4,USD,0.00,4,100.00%,0.02,0.00,0.00,0.00%
KANWRO,http://youtube.com/channel/UCVWAyq7H7D28uu7x29Bpc7Q,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
LOKMAN,http://youtube.com/channel/UC62pVrrS3crLJXwVmenKAuA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
TigerEye35,http://youtube.com/channel/UCkNzRDYKogcHiN_ErgDi4TQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
MondoMedia,http://youtube.com/channel/UCxLpKibphYqXrXpxAnR8MfA,YouTube channel,AdGroup #1,13,USD,0.01,52,25.00%,0.07,0.00,0.00,0.00%
x b l s h i p p e r x,http://youtube.com/channel/UCtRneUi65zMGBCehbSnH6-Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GahMarin,http://youtube.com/channel/UCgtusY_DqZ94PWwP2s0STfQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GoldenLane Studio,http://youtube.com/channel/UC0A7P5CK3JqoOq4p8BL4iFA,YouTube channel,AdGroup #1,3,USD,0.02,3,100.00%,0.06,0.00,0.00,0.00%
ArtuxCreed,http://youtube.com/channel/UCE1bi2-1YJH4b63WTHuDb3w,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Danny Casale,http://youtube.com/channel/UClNHWmlNIgEXLotLtlY2mLw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
RiseOfThe FallenAngels,http://youtube.com/channel/UC8awUVdGDKkWtr08BJYv-jA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Harley Quinn,http://youtube.com/channel/UCLsLFPiEdwvvzwnMA3Xc6lw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
The Living Tombstone,http://youtube.com/channel/UCFYMDSW-BzeYZKFSxROw3Rg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Gianzcraft,http://youtube.com/channel/UC5qq_tc1UiR8L0rGdkTNwqw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Família Paulinho e Toquinho,http://youtube.com/channel/UCzmfQwPcjXGOvTLnGJQFUvA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
24/7 Doodles,http://youtube.com/channel/UCMx3s7ex4s_cTxHiOy5X7ZQ,YouTube channel,AdGroup #1,14,USD,0.00,35,40.00%,0.05,0.00,0.00,0.00%
sir fluff,http://youtube.com/channel/UCkqPtYCU6Qc9MZ6G0z3SPyg,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Oko Lele - Official channel,http://youtube.com/channel/UC_sDaeiUkyiyoYqgV2lIKew,YouTube channel,AdGroup #1,7,USD,0.01,11,63.64%,0.04,0.00,0.00,0.00%
RyanWoodwardart,http://youtube.com/channel/UC2cAyVOaFTqEoTawMwZUwQQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Angry Sonic,http://youtube.com/channel/UC0FAzCaKE-wYKODZjfa9iIA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
MiffedCrew,http://youtube.com/channel/UC3Rs4IiovGinYZovnYUquOw,YouTube channel,AdGroup #1,6,USD,0.01,11,54.55%,0.03,0.00,0.00,0.00%
The Akash Creations,http://youtube.com/channel/UC-SDYxPtq8BL8vOI9HG7_5A,YouTube channel,AdGroup #1,5,USD,0.00,5,100.00%,0.02,0.00,0.00,0.00%
Share Your Story,http://youtube.com/channel/UCEvkqJLMqLRCi3Aqo4jBf1A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ikigai,http://youtube.com/channel/UCwpkceoj8LqJetYfgOzLLfg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Slime Mixing,http://youtube.com/channel/UCPFp4vexiw3NpsmMUZHhY3Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ll FireFist ll,http://youtube.com/channel/UC96Wgp0Y5ae_QEZmOQllt_Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Projeto Dmais,http://youtube.com/channel/UCsIHhdi_FSPM4XVYDnhh1Pg,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Bob ToysReview,http://youtube.com/channel/UCCqAU0_8JgGxZs_Hslyzn-Q,YouTube channel,AdGroup #1,7,USD,0.00,16,43.75%,0.03,0.00,0.00,0.00%
MrHomemadefilms1,http://youtube.com/channel/UCHWKIN-eBIj1-l0jf1pp53w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Molly SHC2,http://youtube.com/channel/UCwOkxD-_n93Sry3RTgNFr7A,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
MIKE REDD,http://youtube.com/channel/UCWL6-2UWc4gsOPQ6yyDRMHQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fraser Connell,http://youtube.com/channel/UCqi0Dzy605ehdFJ3KTx43sw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Mikecrack,http://youtube.com/channel/UCqJ5zFEED1hWs0KNQCQuYdQ,YouTube channel,AdGroup #1,8,USD,0.01,13,61.54%,0.09,0.00,0.00,0.00%
Lobo,http://youtube.com/channel/UCpIkfVNkTM5zU76n7vvH5kQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Juguetes Chulos,http://youtube.com/channel/UCWbp3VYIcrKZij592p_fppQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
My Story Animated,http://youtube.com/channel/UCYzEMRKqrh01-tauv7MYyVQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Ted Brothers,http://youtube.com/channel/UC-LGsWbtLjv8ts-w0uHE46Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
PN Studios,http://youtube.com/channel/UCsliauysIxvvn6ARlcuoeRQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Rascu y Podri,http://youtube.com/channel/UCP89BiwCzT0lWI49j0c6-fw,YouTube channel,AdGroup #1,3,USD,0.00,4,75.00%,0.01,0.00,0.00,0.00%
Life Hacks & Experiments,http://youtube.com/channel/UCDRx0wMgscsG6vPNB0sO65Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
[AMV-By-Grochu],http://youtube.com/channel/UCnAdBMLZTMRPWEK_ZpBdFtg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Velveagic Sentry,http://youtube.com/channel/UCiiRSB4XNg6Cov7SbW6jeDQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fitzpresident,http://youtube.com/channel/UCQhXVA8uT0xqEH56AqNYrZg,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
taylor moon,http://youtube.com/channel/UCOxrGbqbfgz2NCU39PWu8Yg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SLIME SAM SAPECA,http://youtube.com/channel/UCkhjftd3D116NJ1hVBBGFww,YouTube channel,AdGroup #1,6,USD,0.01,7,85.71%,0.07,0.00,0.00,0.00%
IXN Media,http://youtube.com/channel/UCyItYVU6Ond4hwunsSA4ihQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
sashley,http://youtube.com/channel/UCO86mBfqBTsfEUnPvJ4s1bg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Sweetie Chan,http://youtube.com/channel/UC-XQAFrgh3aEiWr8Th8FK0Q,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Charoot XD,http://youtube.com/channel/UC2cIYunQXWEoUDpOOTu3SaA,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.03,0.00,0.00,0.00%
Boram y Juguetes,http://youtube.com/channel/UCpXZCwwJ-4WGIXTxZBAZSKw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Steolart,http://youtube.com/channel/UCuE9GGKymyG8QpNu5J3BHcg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
PLAY BUTTON PLAYLIST,http://youtube.com/channel/UCmXNK1q8feBbJyPL4qi9hTA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dopydep,http://youtube.com/channel/UCe-F9rsOr0FjprB4HTUOagA,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.04,0.00,0.00,0.00%
